,id,title
5539,75-13136,Estudios compositivos de algunas basílicas paleocristianas de la España romana de los siglos IV-VI
5540,75-13137,Le  chiese con presbiterio a triconco della Sicilia orientale una messa a punto
5541,75-13138,Sobre un cubículo decorado de la catacumba de Priscilla
5542,75-13142,«  Neptunus » et « Cupido » (il « Dagda » ed « Oengus Óc » ?) nel mosaico di Frampton (Dorset)
5543,75-13144,"Une  mosaïque de Shahba et la légende d'Onamaos [sic], Hypodamia [sic] et Pelops"
5544,75-13145,New finds of pre-Kushan and early Kushan plastic art in northern Bactria and the Khalchayan reliefs
5545,75-13146,Reutilization of old images for new iconographic generations the question of the destiny of Greek images in the post-hellenistic period
5546,75-13147,As  estátuas de guerreiros galaicos como representações de príncipes no contexto da organização político-administrativa do noroeste pré-flaviano
5547,75-13149,A  Syro-Palestinian bronze statuette of a warrior from Hala Sultan Tekke
5548,75-13151,Catálogo
5549,75-13152,El  icono guerrero galaico en su ambiente cultural
5550,75-13154,Les  statues de Vix images héroïsées de l'aristocratie hallstattienne
5551,75-13158,Vorläufer der mitteleuropäischen keltischen Grossplastik in Italien
5552,75-13159,Coiffure celtique et Marc Aurèle d'Avenches
5553,75-13160,Une  stèle d'Horus sur les crocodiles à propos du « texte C »
5554,75-13162,"Os «  guerreiros lusitano-galaicos » na historia da investigação, a sua datação e interpretação « Cultura Castreja » e « Celtas »"
5555,75-13163,Thoughts on parthian Nisa
5556,75-13165,Die  lusitanisch-galläkischen Kriegerstatuen in ihrem literarisch-epigraphischen Zusammenhang
5557,75-13166,«  Persian » objects in classical and early Hellenistic inventory lists
5558,75-13168,"Die  Dreizahl in Mythos, Kult und Ornamentwelt der Kelten ein Versuch"
5559,75-13169,Portraits de momies et terres cuites la boucle de l'enfance et les deux touffes
5560,75-13173,¿  Espejos de piedra ? : las imágenes de armas en las estatuas de los guerreros llamados galaicos
5561,75-13177,Die  lusitanisch-galläkischen Kriegerstatuen
5562,75-13178,Stilistische und formale Beobachtungen an den Kriegerstatuen
5563,75-13179,«  Baubo » at Merv
5564,75-13181,Poder e política nos espetáculos oficiais da Roma imperial
5565,75-13182,Waffengang statt Damenkränzchen weibliche Gladiatoren
5566,75-13183,Reconstruction de la cithare romaine de concept des sources écrites et figurées à l'instrument
5567,75-13188,Sur la localisation des concours musicaux de Delphes avant la construction du théâtre actuel
5568,75-13190,Archéologie musicale en Suisse
5569,75-13191,Los «  ludi scaenici » en Hispania
5570,75-13192,La  géranos en Grèce antique
5571,75-13198,«  Mobile statuary » : refractions of pantomime dancing from Callistratus to Emma Hamilton and Andrew Ducrow
5572,75-13203,«  De musicis » una rassegna telematica per lo studio delle musiche antiche come fatto storico
5573,75-13204,"Les  métiers du cirque, de Rome à Byzance entre texte et image"
5574,75-13205,La  musique dans l'Empire romain
5575,75-13206,La «  kithara » greca nei documenti archeologici
5576,75-13207,Pourquoi Argos nourrit-elle des cavales ?
5577,75-13208,Figura professionale di musico in PLond. II 331. 5
5578,75-13209,Les  factions du cirque sur trois mosaïques de Madrid
5579,75-13210,Competições e festivais na Grécia pré-helênica as evidências minóico-micênicas
5580,75-13214,Juristische Literaturübersicht. 1993-1995 (mit Nachträgen aus der vorausgegangenen Zeit). [2]
5581,75-13215,Juristische Literaturübersicht. 1996-1998 (mit Nachträgen aus der vorausgegangenen Zeit). [1]
5582,75-13216,Juristische Literaturübersicht. 1996-1998 (mit Nachträgen aus der vorausgegangenen Zeit). [2]
5583,75-13217,Juristische Literaturübersicht. 1996-1998 (mit Nachträgen aus der vorausgegangenen Zeit). [3]
5584,75-13218,Juristische Literaturübersicht. 1999-2001 (mit Nachträgen aus der vorausgegangenen Zeit). [1]
5585,75-13219,Juristische Literaturübersicht. 1999-2001 (mit Nachträgen aus der vorausgegangenen Zeit). [2]
5586,75-13220,Rassegna bibliografica. [2000]
5587,75-13222,"Categorie giuridiche, diritto cinese e « ius Romanorum »"
5588,75-13224,Under the watchful eyes of the gods divine justice in Hellenistic and Roman Asia Minor
5589,75-13225,"Processo civile e processo penale nell'esperienza giuridica del mondo antico in memoria di Arnaldo Biscardi (Pontignano, 13-15 dicembre 2001)"
5590,75-13226,"Il  ruolo della buona fede oggettiva nell'esperienza giuridica storica e contemporanea convegno internazionale di studi in onore di Alberto Burdese (Padova, Venezia, Treviso, 14-16 giugno 2001)"
5591,75-13227,Sull'uccisione di uno schiavo
5592,75-13229,"«  Sanctitas » persone e cose da Roma a Costantinopoli a Mosca XXI Seminario internazionale di studi storici (Roma, 19-21 aprile 2001)"
5593,75-13230,"La «  laesio enormis » del rescripto de Diocleciano (c. 4, 44, 2) al código de comercio hispano de 1829, pasando por Hevia Bolañó"
5594,75-13231,"Scienza giuridica, Europa, Stati una dialettica incessante"
5595,75-13235,«  El proceso contra Jesús »
5596,75-13237,Juristische Reflexionen über ius. 2
5597,75-13238,"« El  proceso contra Jesús » Roma, Napoli, Madrid"
5598,75-13243,"Immagini contemporanee delle fonti del diritto tra memorie storiche e scenari futuri (Pisa, 1-3 marzo 2001)"
5599,75-13247,Los  límites de la γραφη ἀμβλώσεως la (i)licitud del aborto en el derecho ateniense
5600,75-13251,Il  passagio da oralità a scrittura nel processo attico
5601,75-13253,Quattordicesimo simposio di diritto greco ed ellenistico
5602,75-13259,"Gortynian debt bondage some new considerations on IC IV 41 IV-VII, 47 and 72 I. 56-II. 2, X. 25-32"
5603,75-13260,"Matrimónio, amor e sexo na legislação de Sólon"
5604,75-13261,Σῦλα reprisal by seizure in Greek inter-community relations
5605,75-13263,Studi recenti sul Codice di Gortina
5606,75-13264,La  δίκη κλοπῆς nel diritto attico del IV sec. a.C
5607,75-13265,Il  decreto di Demofanto e il νόμος εἰσαγγελτικός due provvedimenti a confronto
5608,75-13266,I  termini giuridici del decreto di Iperide sulla concessione di privilegi in cambio della disponibilità a combattere per Atene
5609,75-13270,Volunteer prosecutors in the Greek world
5610,75-13272,L' epica omerica e la nascita del diritto greco una nota storico-antropologica a proposito di un saggio recente di Eva Cantarella
5611,75-13273,"Entscheidung in Bausachen aus Kerkyra (IG IX 12, 4, 794)"
5612,75-13275,Θυγατροθεσία ein neues Zeugnis aus Kaunos für die Adoption von Frauen
5613,75-13276,ΣΥΓΓΡΑΦΗ ΟΜΟΛΟΓΙΑΣ - ΣΥΓΓΡΑΦΗ ΣΥΝΟΙΚΙΣΙΟΥ a problem reconsidered
5614,75-13280,Il  VI premio romanistico internazionale « G. Boulvert »
5615,75-13281,Note sulla « coemptio »
5616,75-13285,Sette note per la vita
5617,75-13286,A proposito di beni « fungibili »
5618,75-13289,Il «  fines regere » tra possessori e usufruttuari in Italia e nelle province
5619,75-13290,Selbstbehauptung und Vergeltung und das Gewaltverbot im geordneten bürgerlichen Zustand nach klassischem römischen Recht
5620,75-13298,Le «  leges libitinariae » e gli appalti pubblici
5621,75-13300,Zur Überlieferung und zum Entstehungsgrund der « lex Claudia de nave senatoris »
5622,75-13301,"Le  ricerche sul Tardoantico, oggi"
5623,75-13302,La «  exceptio non numeratae pecuniae » en los tratados de Pandectas del siglo XIX
5624,75-13304,Concepciones jurisprudenciales sobre el acto posesorio un ensayo sobre la evolución del « animus » en derecho romano
5625,75-13306,Precisiones terminológicas sobre la herencia yacente « res nullius in bonis » y « hereditas iacet »
5626,75-13308,M. Claudio Marcello e il seduttore punito contributo allo studio dei reati sessuali
5627,75-13309,"«  Crimina » e « delicta » nel Tardo Antico (Teramo, 19-20 gennaio 2001)"
5628,75-13310,Some thoughts on vadimonium
5629,75-13312,La  survivance des « actiones adiecticiae qualitatis »
5630,75-13314,«  Tutela fiduciaria » e interesse del tutore
5631,75-13316,Leges obscatae
5632,75-13317,La «  actio oneris aversi » appunti su un equivoco ricostruttivo
5633,75-13318,Su diritto e giustizia nel processo incontri dal 2001 al 2003
5634,75-13319,Le  vêtement dans les sources juridiques du Bas-Empire
5635,75-13320,«  De domo sua nemo extrahi debet »
5636,75-13321,"Presentazione degli scritti di Paolo Frezza (Città del Vaticano, 23 gennaio 2001)"
5637,75-13323,Le  régime juridique des mines du domaine public à Rome à propos d'un ouvrage récent
5638,75-13324,Prassi romane a Nagycenk
5639,75-13325,"Flaminio Mancaleoni e gli studi di diritto romano tra Ottocento e Novecento prospettive nel XXI secolo (Sassari, 22-24 novembre 2001)"
5640,75-13326,« El  rito de la muerte : el rito de la vida por excelencia »
5641,75-13327,Territoire et patrimoine urbains des cités romaines d'Occident (Ier siècle av. J.-C. - IIIe siècle ap. J.-C.) essai de configuration juridique
5642,75-13330,Das «  senatus consultum de Cn. Pisone patre » und die Funktion des Consilium im römischen Strafprozess
5643,75-13335,Collegio di diritto romano 2004 « Gli statuti municipali »
5644,75-13336,56ème session De Visscher
5645,75-13338,La  manumisión del esclavo dotal
5646,75-13343,Eine  alternative Annäherungsweise Gedanken zum Problem des Handelsrechts in der römischen Welt
5647,75-13346,La «  stipulatio Aquiliana » como documento
5648,75-13349,«  De proxenetis »
5649,75-13349a,Droit et pouvoirs à Rome et dans les débuts de l'État moderne européen propositions pour une approche comparative
5650,75-13350,"Documenti ellenistici e appalti di stato romani ancora su Polyb., VI, 17, 4 e UPZ I, 112, col. II, ll. 5 ss."
5651,75-13351a,In margine alla discussione di un manuale di diritto privato romano
5652,75-13355,"À propos du « iusiurandum » de T Sulp. 28 et 29 aveu d'« iniuria » ou défense, par un serment décisoire, à une action entachée de « calumnia » ?"
5653,75-13356,Roma y el Derecho Romano apariencia y realidad
5654,75-13357,Die  Korrektur grundloser Vermögensverschiebungen als Restitution ? : zur Lehre von der ungerechtfertigten Bereicherung bei Savigny
5655,75-13361,Zwei Klauseln aus dem Niessbrauchsrecht
5656,75-13365,I. 2. 7. 2 un problematico raccordo tra effetti della donazione e della compravendita in diritto giustinianeo
5657,75-13367,Le  nivellement juridique du monde romain à partir du IIIe s. et la marginalisation des droits locaux
5658,75-13368,Legal enlightenment in the Severan era
5659,75-13369,Die  Zahlung bei der Sachmiete im römischen Recht
5660,75-13372,"Testi giuridici e letterari per la storia del diritto tardoantico XV convegno dell'Accademia Romanistica Costantiniana (Perugia-Spello, 8-10 ottobre 2001)"
5661,75-13376,"La  casa, il tetto, l'« audire » e il « sentire » nel Silaniano"
5662,75-13377,Le  due serie di « leges regiae »
5663,75-13379,Il  35° Rechtshistorikertag
5664,75-13380,A Copanello sul diritto romano degli affari e della finanza
5665,75-13392,«  Respublica » et droit dans la Rome républicaine
5666,75-13393,"Pretore, giudice e protezione dei minori di venticinque anni"
5667,75-13394,Note in tema di « utilitas » Modestino e Coll. 10. 2
5668,75-13395,«  Iura patroni » e successione ereditaria
5669,75-13398,Ελληνικές ιατρικές-φιλοσοφικές επιδράσεις αναφερόμενες στην πώληση κατά το ρωμαιοβυζαντινό δίκαιο
5670,75-13399,"La «  lex Aebutia », la « lex Iulia de iudiciis privatis » y la supuesta « lex Iulia municipalis »"
5671,75-13400,Los  proyectos codificadores de Pompeyo y César en San Isidoro de Sevilla
5672,75-13401,Los  proyectos codificadores de Pompeyo y César en san Isidoro de Sevilla = The codification projets of Pompei and Cesar in Saint Isidore of Seville
5673,75-13404,"Il  diritto fra scoperta e creazione : giudici e giuristi nella storia della giustizia civile convegno della Società italiana di Storia del Diritto : conferimento del V premio « Gérard Boulvert » (Napoli, 18-20 ottobre 2001)"
5674,75-13405,Die «  sponsio in probrum facta » im Jurisdiktionskatalog der « Lex Irnitana »
5675,75-13410,Zum Formular der dakischen Arbeitsverträge
5676,75-13412,Le  molteplici liberalità tra fidanzati
5677,75-13414,«  Lex Cornelia de sicariis » e « poena cullei »
5678,75-13418,Finanze e debito pubblico nel III secolo a.C. i cd. « trientabula »
5679,75-13423,Notes on some new issues concerning the birth certificates of Roman citizens
5680,75-13425,Il  concubinato nella tarda antichità tra legge laica e visione religiosa
5681,75-13429,La  nourrice au tribunal du gouverneur romain
5682,75-13432,"Presentazione degli « Scritti storico giuridici » di Giuseppe Grosso (Torino, 30 novembre 2001)"
5683,75-13433,La  jurisprudence classique romaine et la construction d'un droit des affaires sur la « fides »
5684,75-13435,"La  construction de l'unité civique choses publiques, choses communes, choses n'appartenant à personne et représentation"
5685,75-13437,La  práctica forense en el Egipto romano
5686,75-13439,Στοιχεῖα ἀναφερόμενα στον στιγματισμο σε βυζαντινα νομικα κείμενα
5687,75-13440,Το ἔργο τῶν Τριῶν Ἱεραρχῶν στον νομικο βίο τοῦ Βυζαντίου
5688,75-13441,Le «  salaire » de la corruption judiciaire à propos de la clause lacunaire « queive merc… » de la « lex epigraphica repetundarum »
5689,75-13443,Matteo Marrone e la romanistica palermitana
5690,75-13444,«  Leges sumptuariae »
5691,75-13445,La  città dei morti nella tradizione del diritto romano
5692,75-13447,"Dig. 19, 5, 20 pr. : ein Siegespreis auf fremden Pferden zur Gewinn-Ablieferungspflicht beim Kauf auf Probe"
5693,75-13448,Nero « manumissor impubes » the case of Domitius Lemnus
5694,75-13450,Per una storia dell'« emptio venditio » l'acquisto in contanti quale sfondo della compravendita romana una lezione
5695,75-13454,Das  Grab des Rechmire und die altägyptische Gesetzgebung
5696,75-13455,Bibliographie
5697,75-13456,Neue Forschungen zum Neuplatonismus (1995-2003)
5698,75-13457,Neue Forschungen zum Neuplatonismus (1995-2003)
5699,75-13464,"The  vanishing point, or speculative mathemes in Neoplatonism"
5700,75-13466,"Angry bees, wasps, and jurors the symbolic politics of ὀργή in Athens"
5701,75-13468,«  Dialéctica » y « armónica » en los inicios de la filosofía en diálogo con Nunzio Incardona
5702,75-13469,Idealized σχολή and disdain for work aspects of philosophy and politics in ancient democracy
5703,75-13471,"Plato, Aristotle and « Byzantine political philosophy »"
5704,75-13472,Ἡ τυραννία τῆς ὕβρεως
5705,75-13474,Law and logic towards an archaeology of Greek abstract reason
5706,75-13477,The  virtues and « becoming like God » : Alcinous to Proclus
5707,75-13480,The  emergence of identity/alterity in late Roman ideology
5708,75-13483,"Absence de la philosophie à Rome et présence de Rome à la philosophie (Caton, Polybe et Cicéron)"
5709,75-13485,Observaciones sobre el trasfondo socrático y aristotélico de la ética estoica
5710,75-13486,¿  Por qué ocuparse de la filosofía antigua hoy ?
5711,75-13488,I  Greci a Valladolid sul problema della genesi del razzismo nella cultura occidentale
5712,75-13490,"Atene, i Sofisti e la democrazia Protagora e i suoi critici"
5713,75-13493,Sheer doggedness or love of neighbor ? : motives for self-sufficiency in the Cynics and others
5714,75-13502,Note sui rapporti genealogici tra alcuni testimoni neoplatonici del « Fedone »
5715,75-13505,La  tradition philosophique et scientifique gréco-arabe dans la « Muqaddima » d'Ibn Khaldūn
5716,75-13518,Το πρόβλημα τοῦ μύθου
5717,75-13528,"Can we have religion, politics, suffering and enemies, without harm ?"
5718,75-13531,"La  polemica sul « possibile » nel IV secolo a. C. (Aristotele, Filone, Diodoro Crono, Crisippo) in una interpretazione moderna"
5719,75-13534,Les  fondements de la philanthropie dans le nouveau stoïcisme deux cas concrets : l'esclavage et la gladiature
5720,75-13535,Naturrechtliche und christliche Grundlegung der Theorie des gerechten Krieges in der Antike (bei Cicero und Augustinus)
5721,75-13537,Alcuni studi sull'intuizione
5722,75-13540,Cuerpo y alma de Homero a Platón
5723,75-13542,Platonism and the invention of the problem of universals
5724,75-13544,The  Philonian/Metrodorians problems of method in ancient philosophy
5725,75-13548,Cuando el hacer se condensa en el ser
5726,75-13554,"Simplicius, In Cat., p. 1, 3-3, 17 Kalbfleisch an important contribution to the history of the ancient commentary"
5727,75-13561,Ethik ohne Theorie zum Problem der Moralbegründung
5728,75-13563,Axiomatisierung zwischen Platon und Aristoteles
5729,75-13566,"Klugheit, Moral und die Ordnung der Güter die antike Ethik und ihre Strebenskonzeption"
5730,75-13569,Elementary logic in the ancient world
5731,75-13572,Il  dibattito antico sullo scetticismo di Platone
5732,75-13573,The  Stoic theory of implanted preconceptions
5733,75-13574,Ethik mit Metaphysik Literaturbericht zur gegenwärtigen Stoaforschung
5734,75-13580,Les  sophistes
5735,75-13582,The  two faces of mimesis review article
5736,75-13584,«  Corpusculum » e σωμάτιον qualche nota e un problema circa Seneca ed Epitteto
5737,75-13585,"Corps des citoyens, corps de la cité"
5738,75-13599,Virtù politica e regalità di Ciro nelle Leggi di Platone e nella Ciropedia di Senofonte
5739,75-13604,"La  notion de « libertas » dans le discours politique romain, d'Auguste à Trajan"
5740,75-13605,La  filosofia greca e la formazione dell'identità cristiana
5741,75-13607,Filosofía y política en los inicios de la filosofía
5742,75-13614,"Negative theology, « coincidentia oppositorum », and Boolean algebra"
5743,75-13618,Idolatry and the polemics of world-formation from Philo to Augustine
5744,75-13619,Considerazioni sull'idea di morte dai Presocratici a Platone
5745,75-13620,Sulle potenzialità e i limiti del « logos »
5746,75-13624,Les  Grecs de Heidegger
5747,75-13625,Οἱ ἀπαρχες τῆς φιλοσοφικῆς ἔννοιας τοῦ « καθόλου »
5748,75-13631,Imperfect regimes in the Christian political thought of medieval Europe from the Fathers to the fourteenth century
5749,75-13635,"Der  Platonismus, wissenschaftstheoretisch betrachtet"
5750,75-13640,Staatskunst bei Isokrates und Aelius Aristides
5751,75-13646,"Medioevo e scienza formale commento a quattro voci a proposito del FotFS IV, di Bonn"
5752,75-13647,Πολιτικη και ἠθικη συμπεροφορα τοῦ Στωικοῦ σοφοῦ
5753,75-13649,"Richiami all'infanzia come metodo pedagogico-poetico (Plat. Leg. [790c], Lucr. II 55-58)"
5754,75-13652,"Linee introduttive a Barhadbeshabba di Halwan, « Causa della fondazione delle scuole » filosofia e storia della filosofia greca e cristiana in Barhadbeshabba"
5755,75-13669,A  note on the relation between εὐφυΐα and προκοπή in Ancient Stoicism and (Middle-)Platonism
5756,75-13671,The  meaning of αἴσθησις in Ancient Stoicism
5757,75-13672,Virtue as « likeness to God » in Plato and Seneca
5758,75-13675,Les «  grâces » des Grecs et la philosophie de Platon à Hegel
5759,75-13676,Determinismo y responsabilidad la defensa estoica del compatibilismo
5760,75-13683,Omonimia e sinonimia in Platone e in Speusippo
5761,75-13691,Le  affezioni dell'anima psicopatologia e riflessione morale nel mondo greco (da Democrito a Crisippo)
5762,75-13695,"Zwei Arten, die Menschen zu ergreifen ? Religion und Philosophie in der Lebenswelt der Antike"
5763,75-13698,Il  tema del « mio » riflessioni del IV secolo a.C.
5764,75-13699,The  world of the atom
5765,75-13700,Les  démons et la crise du paganisme gréco-romain
5766,75-13701,La  limitatezza dell'uomo e del mondo in Seneca e Gregorio Magno
5767,75-13705,Ancient atomists on the plurality of worlds
5768,75-13706,Syriac and Syrians as mediators of Greek political thought to Islam
5769,75-13710,Scepticism and logic
5770,75-13718,Recenti studi su scienza e tecnologia nel mondo antico
5771,75-13721,"Mathematik, Milieu, Text die frühgriechische(n) Mathematik(en) und ihr Umfeld"
5772,75-13722,Στοιχεῖα θεωρίας διάστασης στην ἀρχαιοελληνικη φιλοσοφία και στα ἀρχαιοελληνικα μαθηματικά
5773,75-13724,Notes sur l'intrusion des nombres irrationnels dans la mathématique grecque
5774,75-13725,"«  Numerus », « numerarius », « numeria » rappresentazione del numero presso gli antichi popoli greco, etrusco e romano"
5775,75-13728,On the use of the term « diastēma » in ancient Greek constructions
5776,75-13729,"Ἡ τετρακτυς ὡς δεκαδικο λογαριθμικο σύστημα, ἡ ὑποδήλωσή της στον πλατωνικο « Τίμαιο » και τα ἄρρητα και ἀπόρρητα ἱερα ὄργια"
5777,75-13731,Hermenéutica de la astrología greco-romana
5778,75-13735,The  early Augustan calendars in Rome and Egypt. Addenda et corrigenda
5779,75-13736,The  imperial nundinal cycle
5780,75-13737,Livy and the « Lex Hortensia » the Julian chronology of the comitial dates in Livy
5781,75-13738,Two notes on the chronology of the late Republic
5782,75-13743,Gnomon graffito at Meroe
5783,75-13746,Observation and prediction in ancient astrology
5784,75-13755,Influencias astrales en la fundación de ciudades y en las tareas de reconstrucción
5785,75-13757,La  fête des Daidala de Platées et la « grande année » d'Oinopidès
5786,75-13759,Deux pièces d'argenterie hellénistique avec notations pondérales
5787,75-13760,A  lead weight of Simon Bar Kokhba
5788,75-13761,New Hellenistic lead weights from Palestine and Phoenicia
5789,75-13762,"A  Greek metrological koine a lead weight from the western Black Sea region in the Ashmolean Museum, Oxford"
5790,75-13763,Loom weights of Ugento
5791,75-13764,Gibraltar et l'Atlantide du témoignage géologique au vestige littéraire ?
5792,75-13768,Περι λίθων δυνάμεων
5793,75-13771,Reconnaissance d'une limitation antique dans la région d'Émèse (Homs) en Syrie
5794,75-13772,Gli  errori delle tradizioni classiche nel pensiero geografico tra tarda antichità e medioevo
5795,75-13773,Nuovo cippo gromatico iscritto dalla centuriazione di Padova nord
5796,75-13774,Mapping (in) the ancient world review article
5797,75-13781,À propos du papyrus d'Artémidore et de la « plus ancienne carte d'Espagne »
5798,75-13783,Les  missions des arpenteurs au Bas-Empire
5799,75-13794,Un  bateau gravé sur un outil de marinier antique trouvé à Verdun-sur-le-Doubs (Saône-et-Loire)
5800,75-13799,Le  rotte oceaniche per l'India in età imperiale tempi e percorsi
5801,75-13800,Zum Nachbau eines römischen Reisewagens Grundlagen und Aufwandsberechnung
5802,75-13801,Caracalla und Raetien
5803,75-13805,Los  periplos de Eudoxo de Cízico en la Mauretania Atlántica
5804,75-13807,The  ROMACONS project a contribution to the historical and engineering analysis of hydraulic concrete in Roman maritime structures
5805,75-13808,Le  transport par voie navigable l'exemple du site de Tendu (Indre)
5806,75-13814,Winter sailing
5807,75-13816,Copper sheathing and painting with orpiment at Elephantine island (fifth century B.C.E.).
5808,75-13817,Internationale Bibliographie Aufsatzliteratur zur Montangeschichte. 2002
5809,75-13820,La  carrière romaine de L'Estel près du Pont du Gard
5810,75-13821,Les  carrières du Bois des Lens (Gard)
5811,75-13822,Problématique archéologique des carrières antiques en Gaule
5812,75-13823,Recherches récentes sur les carrières antiques de Gaule bilan et perspectives
5813,75-13824,Production et diffusion des sarcophages romains tardifs et mérovingiens de la région de Lourdes (Hautes-Pyrénées)
5814,75-13825,Les  carrières de La Lie à La Roche-Vineuse (Saône-et-Loire)
5815,75-13826,Carrières de marbre des Pyrénées centrales le point sur la recherche
5816,75-13828,Les  carrières de grès de La Croix-Guillaume à Saint-Quirin (Moselle)
5817,75-13829,The  quarries of Peiraius
5818,75-13830,Carrières et extraction romaines dans le nord-est de la Gaule et en Rhénanie
5819,75-13831,Extraction et utilisation des granites en Armorique romaine l'exemple de la carrière de Locuon en Ploërdut (Morbihan)
5820,75-13832,La  carrière gallo-romaine de Saint-Boil (Saône-et-Loire) / annexe deLambert Pierre-Yves
5821,75-13833,Zur Metallgewinnung von Munigua ein Vorbericht
5822,75-13834,The  copper trade in the south-east Mediterranean region preliminary scientific evidence
5823,75-13835,Bergmännische Sehenswürdigkeiten in Siebenbürgen
5824,75-13837,Le  silphium état de la question
5825,75-13838,Le  silphium
5826,75-13843,"La  calebasse en Égypte ancienne aspects botaniques, magiques et pharmacologiques"
5827,75-13844,Il  tonno « maiale del mare » da Polibio ad Ateneo
5828,75-13846,The «  rich Athenian lady » was pregnant the anthropology of a geometric tomb reconsidered
5829,75-13848,Classical and Hebrew sages on cultivated biennial plants. 2
5830,75-13850,La  gestione delle risorse naturali nel mondo romano
5831,75-13851,Lagares cavados na rocha uma reminiscência do passado na tradição da técnica vinícola no vale do Douro
5832,75-13855,Pratiques zootechniques dans l'Antiquité grecque
5833,75-13856,Ridden horses in Iron Age Cyprus
5834,75-13857,Pots horticoles antiques de Lyon et de Vienne
5835,75-13858,À propos de la corpulence des bovins en France durant les périodes historiques
5836,75-13859,Arbres fruitiers et cultures jardinées gallo-romains à Longueil-Sainte-Marie (Oise)
5837,75-13860,Analyse pollinique d'une tourbière au cœur de la nécropole protohistorique tumulaire de la Chaux d'Arlier (Doubs)
5838,75-13860a,Evidence of flax cultivation from the temple-granary complex et-Tell (Bethsaida/Julias)
5839,75-13861,Date palms and opobalsam in the Madaba mosaic map
5840,75-13863,κριθολογία and κριθολογηθῆναι
5841,75-13864,Camel hybridization and the role of « camelus bactrianus » in the ancient Near East
5842,75-13867,Corps et mémoire à Rome
5843,75-13869,Antike Ärzte zum Alkoholismus eine Materialsammlung
5844,75-13873,"Su alcune annotazioni di carattere medico contenute in un manoscritto greco (Ambr. C 222 inf., f. 40r)"
5845,75-13878,Etica e medicina una « storia interna » ?
5846,75-13882,"«  Sanguis naturalis » and « sanc de miracle » ancient medicine, « superstition » and the metaphysics of medieval healing miracles"
5847,75-13890b,Ville et campagne réflexions sur la salubrité chez les médecins grecs
5848,75-13893,La  medicina scolastica tra galenismo e aristotelismo
5849,75-13894,Naissance de l'hôpital dans l'empire byzantin. 1
5850,75-13894a,Naissance de l'hôpital dans l'empire byzantin. 2
5851,75-13894b,Naissance de l'hôpital dans l'empire byzantin. 3
5852,75-13898,Malaria in Graeco-Roman times
5853,75-13900,The  spread of malaria to southern Europe in antiquity new approaches to old problems
5854,75-13905,Von Würmern bei lebendigem Leib… und die Läusesucht « Phtheiriasis » ein antikes Strafmotiv und seine Rezeptionsgeschichte
5855,75-13907,"Illnesses, curative methods and supernatural forces in the early Byzantine Empire (4th-7th c. A.D.)"
5856,75-13910,Les  moules monétaires en terre cuite du IIIe siècle chronologie et géographie
5857,75-13911,Avancées des recherches sur les tissus de provenance égyptienne conservés dans les collections publiques françaises
5858,75-13912,A  matter of material changes in textiles from Roman sites in Egypt's Eastern Desert
5859,75-13913,Fouilles du parking Vaulabelle à Auxerre (Yonne) les objets de tabletterie
5860,75-13915,Les  broyeurs à rouleaux de Syrie du Nord
5861,75-13916,Aperçus sur l'art de la teinture en Égypte romaine analyse de colorants des textiles des « praesidia » du désert oriental
5862,75-13917,Les  meules du Musée romain d'Avenches
5863,75-13918,"The  beginning of iron metallurgy in Tuscany, with special reference to « Etruria mineraria »"
5864,75-13919,A  chariot from Salamis newly reconstructed
5865,75-13920,Petrographic and mineral analyses used in tracing the provenance of Late Bronze Age and Roman basalt artefacts from Cyprus
5866,75-13924,What kind of lamp was the στέφανος mentioned in an ostracon of the Vth century A.D. ?
5867,75-13925,Blei für Augusta Raurica / unter Mitarbeit vonVilla Igor M.
5868,75-13927,Olive oil production in Ancient Cyprus
5869,75-13928,"Casting the Riace Bronzes. 2, A sculptor's discovery"
5870,75-13929,On large gemstones
5871,75-13932,La  métallurgie des anciens cuire ou recuire : les recettes du forgeron
5872,75-13935,Glass in Cyprus from the Late Bronze Age to Roman times
5873,75-13937,Le  gypse dans l'architecture en pierre de taille du Moyen-Euphrate syrien
5874,75-13939,"Ὁ κύκλος και το τετράγωνο στη γεωμετρία, την πρόσοψη και την ἕδραση τῶν μακεδονικῶν τάφων"
5875,75-13940,L' architecture en terre crue à l'époque classique
5876,75-13942,"Determination of architectural modules by computer studies at Hala Sultan Tekké, Enkomi and Myrtou-« Pigadhes »"
5877,75-13944,Le  chauffage domestique dans les « uillae » d'Aquitaine durant le Haut-Empire
5878,75-13947,Les  systèmes d'alimentation en eau au voisinage et dans les terroirs des villages antiques du Gebel Zawiye
5879,75-13948,Il  Ponte Selce di Fondi
5880,75-13949,Le  rôle de l'aqueduc dans les agréments ou Les désagréments de la vie à la campagne
5881,75-13950,Les  acqueducs de Hiérapolis (Mambij-Syrie)
5882,75-13951,Deux assainissements avec amphores à Mayence (Germanie supérieure)
5883,75-13952,El  puente de Arroyo Pedroches (Córdoba) estudio arqueológico
5884,75-13956,Ἡ διαθήκη τοῦ Εὐπαλίνου
5885,75-13960,La  via Appia dans la gorge d'Itri et le temple d'« Apollo Fundanus »
5886,75-13963,Development of war/fighting boats of the IInd millenium B.C. in the Eastern Mediterranean
5887,75-13966,An  alternative reconstruction of the Kaloriziki shield
5888,75-13967,The  reconstruction and use of Roman weaponry in the second century BC
5889,75-13968,Chariots in Iron Age Cyprus
