"URI","TYPE","TEXT"
"/cwkb/authors/2645","default","Gerontius"
"/cwkb/authors/2724","default","Gesta collationis Carthaginensis"
"/cwkb/authors/1190","default","Gnaeus Cornelius Lentulus Gaetulicus"
"/cwkb/authors/490","default","Gracchus"
"/cwkb/authors/490","lat","Gracchus‏ Tragicus"
"/cwkb/authors/490","abbr","Gracch."
"/cwkb/authors/491","default","Granius Flaccus"
"/cwkb/authors/492","default","Granius Licinianus"
"/cwkb/authors/492","lat","Caius Granius Licinianus"
"/cwkb/authors/492","abbr","Gran. Lic."
"/cwkb/authors/493","default","Grattius"
"/cwkb/authors/493","lat","Gratius Faliscus"
"/cwkb/authors/493","abbr","Gratt."
"/cwkb/authors/2726","default","Gregorius Illiberitanus"
"/cwkb/authors/2797","default","Gregorius Magnus"
"/cwkb/authors/896","ger","Gregorius von Nazianz"
"/cwkb/authors/896","fre","Grégoire de Nazianze"
"/cwkb/authors/896","eng","Gregory of Nazianzus"
"/cwkb/authors/896","default","Gregorius Nazianzenus"
"/cwkb/authors/896","ita","Gregorio di Nazianzo"
"/cwkb/authors/896","abbr","Gr. Naz."
"/cwkb/authors/897","ger","Gregor von Nyssa"
"/cwkb/authors/897","fre","Grégoire de Nysse"
"/cwkb/authors/897","eng","Gregory of Nyssa"
"/cwkb/authors/897","default","Gregorius Nyssenus"
"/cwkb/authors/897","ita","Gregorio di Nissa"
"/cwkb/authors/897","abbr","Gr. Nyss."
"/cwkb/authors/898","ger","Gregorios der Wundertäter"
"/cwkb/authors/898","fre","Grégoire le Thaumaturge"
"/cwkb/authors/898","eng","Gregory the Wonderworker"
"/cwkb/authors/898","default","Gregorius Thaumaturgus"
"/cwkb/authors/898","ita","Gregorio il Taumaturgo"
"/cwkb/authors/898","abbr","Gr. Thaum."
"/cwkb/authors/1314","default","Gregorius Turonensis"
"/cwkb/authors/494","default","Hadrianus"
"/cwkb/authors/494","lat","Hadrianus Imperium Romanum Imperator "
"/cwkb/authors/494","abbr","Hadr."
"/cwkb/authors/899","default","Harpocration Astrologus"
"/cwkb/authors/899","lat","Harpocratio"
"/cwkb/authors/899","blank","Harpokration"
"/cwkb/authors/899","abbr","Harp. Astr."
"/cwkb/authors/899","ita","Arpocrazione"
"/cwkb/authors/1175","default","Harpocration Grammaticus"
"/cwkb/authors/1175","lat","Harpocratio Valerius"
"/cwkb/authors/1175","abbr","Harp."
"/cwkb/authors/1175","fre","Valérius Harpocration"
"/cwkb/authors/1175","ita","Valerio Arpocrazione"
"/cwkb/authors/900","default","Harpocrationis Epistula"
"/cwkb/authors/2532","default","Hecataeus Abderita"
"/cwkb/authors/2512","default","Hecataeus Milesius"
"/cwkb/authors/901","default","Hedylus"
"/cwkb/authors/901","blank","Hedylos "
"/cwkb/authors/901","abbr","Hedyl."
"/cwkb/authors/901","ita","Edilo"
"/cwkb/authors/902","default","Hegemon"
"/cwkb/authors/902","lat","Hegemo"
"/cwkb/authors/2533","default","Hegemon Alexandrinus"
"/cwkb/authors/2609","default","Hegemon Thasius"
"/cwkb/authors/903","ger","Heliodor von Emesa"
"/cwkb/authors/903","fre","Héliodore d'Émèse"
"/cwkb/authors/903","eng","Heliodorus of Emesa"
"/cwkb/authors/903","default","Heliodorus"
"/cwkb/authors/903","ita","Eliodoro di Emesa"
"/cwkb/authors/903","abbr","Hld."
"/cwkb/authors/903","blank","Heliodoros"
"/cwkb/authors/903","lat","Heliodorus Emesenus"
"/cwkb/authors/1189","default","Heliodorus Neoplatonicus"
"/cwkb/authors/1189","abbr","Heliod. Neop."
"/cwkb/authors/2513","default","Hellanicus Lesbius"
"/cwkb/authors/534","default","Helvius Mancia"
"/cwkb/authors/534","abbr","Mancia"
"/cwkb/authors/2583","default","Heniochus"
"/cwkb/authors/904","ger","Hephästion"
"/cwkb/authors/904","fre","Héphaestion"
"/cwkb/authors/904","default","Hephaestion"
"/cwkb/authors/904","ita","Efestione"
"/cwkb/authors/904","abbr","Heph."
"/cwkb/authors/904","blank","Hephaistion"
"/cwkb/authors/904","lat","Hephaestio "
"/cwkb/authors/1412","default","Hephaestion Astrologus"
"/cwkb/authors/905","default","Heraclides Criticus"
"/cwkb/authors/905","lat","Heraclides Creticus"
"/cwkb/authors/905","blank","Herakleides "
"/cwkb/authors/906","default","Heraclides Lembus"
"/cwkb/authors/906","ita","Eraclide Lembo"
"/cwkb/authors/906","abbr","Heraclid. Lemb."
"/cwkb/authors/906","blank","Herakleides "
"/cwkb/authors/2411","default","Heraclides Ponticus"
"/cwkb/authors/2519","default","Heracliti Ephesii Epistulae"
"/cwkb/authors/907","default","Heraclitus"
"/cwkb/authors/907","abbr","Heraclit."
"/cwkb/authors/907","fre","Héraclite "
"/cwkb/authors/907","ita","Eraclito"
"/cwkb/authors/398","default","Herennius Balbus"
"/cwkb/authors/398","lat","Lucius Herennius Balbus"
"/cwkb/authors/2534","default","HerennIus Philo Byblius"
"/cwkb/authors/2453","default","Hermagoras Temnites Maior"
"/cwkb/authors/2454","default","Hermagoras Temnites Minor"
"/cwkb/authors/908","default","Hermas"
"/cwkb/authors/908","abbr","Herm."
"/cwkb/authors/908","ita","Erma"
"/cwkb/authors/1377","default","Hermesianax Colophonius"
"/cwkb/authors/1176","default","Hermias Alexandrinus"
"/cwkb/authors/1176","ger","Hermeias von Alexandreia"
"/cwkb/authors/1176","fre","Hermias D'Alexandrie"
"/cwkb/authors/1176","ita","Hermias di Alessandria"
"/cwkb/authors/909","default","Hermias Apologeta"
"/cwkb/authors/909","abbr","Herm."
"/cwkb/authors/909","ita","Ermia "
"/cwkb/authors/2503","default","Hermippus Smyrnaeus"
"/cwkb/authors/910","default","Hermocles"
"/cwkb/authors/910","abbr","Hermocl."
"/cwkb/authors/910","blank","Hermokles "
"/cwkb/authors/911","default","Hermodorus"
"/cwkb/authors/911","blank","Hermodoros"
"/cwkb/authors/911","fre","Hermodore"
"/cwkb/authors/911","ita","Ermodoro"
"/cwkb/authors/912","default","Hermogenes"
"/cwkb/authors/912","abbr","Hermog."
"/cwkb/authors/912","fre","Hermogène"
"/cwkb/authors/912","ita","Ermogene"
"/cwkb/authors/2588","default","Hermogenes Tarsensis"
"/cwkb/authors/913","default","Herodas"
"/cwkb/authors/913","blank","Herondas"
"/cwkb/authors/913","abbr","Herod."
"/cwkb/authors/913","fre","Hérondas"
"/cwkb/authors/913","ita","Eroda"
"/cwkb/authors/2589","default","Herodes Atticus"
"/cwkb/authors/914","fre","Hérodien"
"/cwkb/authors/914","eng","Herodian"
"/cwkb/authors/914","default","Herodianus"
"/cwkb/authors/914","ita","Erodiano"
"/cwkb/authors/914","abbr","Hdn."
"/cwkb/authors/914","blank","Herodianos"
"/cwkb/authors/2628","default","Herodicus"
"/cwkb/authors/915","default","Herodotus"
"/cwkb/authors/915","ger","Herodot"
"/cwkb/authors/915","abbr","Hdt."
"/cwkb/authors/915","fre","Hérodote"
"/cwkb/authors/915","ita","Erodoto"
"/cwkb/authors/916","default","Heron"
"/cwkb/authors/916","lat","Hero"
"/cwkb/authors/916","fre","Héron"
"/cwkb/authors/916","ita","Erone"
"/cwkb/authors/917","fre","Hésiode"
"/cwkb/authors/917","eng","Hesiod"
"/cwkb/authors/917","default","Hesiodus"
"/cwkb/authors/917","ita","Esiodo"
"/cwkb/authors/917","abbr","Hes."
"/cwkb/authors/917","blank","Hesiodos "
"/cwkb/authors/918","ger","Hesychius von Jerusalem"
"/cwkb/authors/918","fre","Hésychius de Jérusalem‏"
"/cwkb/authors/918","eng","Hesychius of Jerusalem‏"
"/cwkb/authors/918","default","Hesychius"
"/cwkb/authors/918","ita","Esichio di Gerusalemme"
"/cwkb/authors/918","abbr","Hsch. H."
"/cwkb/authors/918","blank","Hesychios"
"/cwkb/authors/1431","default","Hesychius Lexicographus"
"/cwkb/authors/919","ger","Hierokles von Alexandreia"
"/cwkb/authors/919","fre","Hiéroclès d'Alexandrie"
"/cwkb/authors/919","eng","Hierocles of Alexandria"
"/cwkb/authors/919","default","Hierocles"
"/cwkb/authors/919","ita","Ierocle di Alessandria"
"/cwkb/authors/919","abbr","Hierocl."
"/cwkb/authors/919","lat","Hierocles Platonicus"
"/cwkb/authors/2388","default","Hieronymus"
"/cwkb/authors/2464","default","Hieronymus Rhodius"
"/cwkb/authors/2590","default","Hieronymus Stridonius"
"/cwkb/authors/920","default","Hierophilus"
"/cwkb/authors/920","ita","Erofilo"
"/cwkb/authors/920","fre","Hérophile"
"/cwkb/authors/920","blank","Herophilos"
"/cwkb/authors/496","default","Hilarius Arelatensis"
"/cwkb/authors/496","lat","Hilarius Arelatensis Episcopus‏"
"/cwkb/authors/496","abbr","Hil. Arel."
"/cwkb/authors/2798","default","Hilarius Arelatensis (pseudo)"
"/cwkb/authors/2727","default","Hilarius Pictauiensis"
"/cwkb/authors/921","default","Himerius"
"/cwkb/authors/921","blank","Himerios"
"/cwkb/authors/921","abbr","Him."
"/cwkb/authors/921","ita","Imerio"
"/cwkb/authors/922","default","Hipparchus"
"/cwkb/authors/922","blank","Hipparchos"
"/cwkb/authors/922","fre","Hipparque"
"/cwkb/authors/922","ita","Ipparco"
"/cwkb/authors/2483","default","Hippias Eleus"
"/cwkb/authors/923","default","Hippocrates et corpus hippocraticum"
"/cwkb/authors/923","ita","Ippocrate"
"/cwkb/authors/923","abbr","Hp."
"/cwkb/authors/923","fre","Hippocrate"
"/cwkb/authors/923","blank","Hippokrates"
"/cwkb/authors/924","ger","Hippolyt"
"/cwkb/authors/924","fre","Hippolyte"
"/cwkb/authors/924","default","Hippolytus"
"/cwkb/authors/924","ita","Ippolito"
"/cwkb/authors/924","abbr","Hippol."
"/cwkb/authors/924","blank","Hippolytos"
"/cwkb/authors/2554","default","Hippys"
"/cwkb/authors/1400","default","Historia Alexandri Magni"
"/cwkb/authors/1371","default","Historia Apollonii regis Tyri"
"/cwkb/authors/925","default","Historia Monachorum In Aegypto"
"/cwkb/authors/925","abbr","H. Mon."
"/cwkb/authors/926","default","Homerica"
"/cwkb/authors/927","fre","Homère"
"/cwkb/authors/927","eng","Homer"
"/cwkb/authors/927","default","Homerus"
"/cwkb/authors/927","ita","Omero"
"/cwkb/authors/927","abbr","Hom."
"/cwkb/authors/927","blank","Homeros"
"/cwkb/authors/498","default","Homerus Latinus"
"/cwkb/authors/498","abbr","Homer."
"/cwkb/authors/928","default","Horapollo"
"/cwkb/authors/928","ita","Orapollo"
"/cwkb/authors/928","abbr","Horap."
"/cwkb/authors/928","blank","Horapollon"
"/cwkb/authors/501","default","Hostius"
"/cwkb/authors/501","abbr","Host."
"/cwkb/authors/1325","default","Hydatius Lemicus"
"/cwkb/authors/505","default","Hyginus"
"/cwkb/authors/505","lat","Hyginus Mythographus"
"/cwkb/authors/505","abbr","Hyg."
"/cwkb/authors/502","default","Hyginus Astronomus"
"/cwkb/authors/502","abbr","Hyg."
"/cwkb/authors/504","default","Hyginus Gromaticus"
"/cwkb/authors/504","lat","Higinus Gromaticus"
"/cwkb/authors/504","abbr","Hyg."
"/cwkb/authors/929","ger","Homerische Hymnen"
"/cwkb/authors/929","fre","Hymnes homériques"
"/cwkb/authors/929","eng","Homeric Hymns"
"/cwkb/authors/929","default","Hymni Homerici"
"/cwkb/authors/929","ita","Inni omerici"
"/cwkb/authors/929","abbr","h. Hom."
"/cwkb/authors/930","default","Hyperides"
"/cwkb/authors/930","abbr","Iperide"
"/cwkb/authors/930","fre","Hypéride"
"/cwkb/authors/2555","default","Hyperochus"
"/cwkb/authors/931","default","Hypsicles"
"/cwkb/authors/931","ita","Ipsicle"
"/cwkb/authors/931","abbr","Hypsicl."
"/cwkb/authors/931","fre","Hypsiclès"
"/cwkb/authors/931","blank","Hypsikles"
"/cwkb/authors/932","ger","Jamblich"
"/cwkb/authors/932","fre","Jamblique"
"/cwkb/authors/932","default","Iamblichus Philosophus"
"/cwkb/authors/932","ita","Giamblico"
"/cwkb/authors/932","abbr","Iambl."
"/cwkb/authors/932","blank","Iamblichos"
"/cwkb/authors/1177","ger","Jamblichos"
"/cwkb/authors/1177","fre","Jamblique"
"/cwkb/authors/1177","default","Iamblichus Scriptor eroticus"
"/cwkb/authors/1177","ita","Giamblico"
"/cwkb/authors/1177","abbr","Iambl."
"/cwkb/authors/1177","blank","Iamblichos"
"/cwkb/authors/933","default","Ignatius"
"/cwkb/authors/933","ita","Ignazio"
"/cwkb/authors/933","fre","Ignace"
"/cwkb/authors/933","blank","Ignatios"
"/cwkb/authors/2799","default","Ildefonsus Toletanus"
"/cwkb/authors/934","ger","Kleine Ilias"
"/cwkb/authors/934","fre","Petite Iliade"
"/cwkb/authors/934","eng","Little Iliad"
"/cwkb/authors/934","default","Ilias Parva"
"/cwkb/authors/934","ita","Piccola Iliade"
"/cwkb/authors/934","abbr","Il. Paru."
"/cwkb/authors/935","ger","Zerstörung Trojas"
"/cwkb/authors/935","fre","Le Sac de Troie"
"/cwkb/authors/935","eng","Sack of Ilium"
"/cwkb/authors/935","default","Iliu Persis"
"/cwkb/authors/935","ita","La caduta di Ilio"
"/cwkb/authors/935","abbr","Il. Pers."
"/cwkb/authors/654","default","Imperator M. Ulpius Traianus"
"/cwkb/authors/654","lat","Caesar Nerva Traianus Germanicus‏"
"/cwkb/authors/654","abbr","Traian."
"/cwkb/authors/561","default","Imperator Nero"
"/cwkb/authors/561","lat","Nero Imperator Imperii Romani"
"/cwkb/authors/561","abbr","Nero"
"/cwkb/authors/1322","default","Innocentius I Papa"
"/cwkb/authors/2800","default","Iohannes Biclarensis"
"/cwkb/authors/2731","default","Iohannes Cassianus"
"/cwkb/authors/2801","default","Iohannes Maxentius"
"/cwkb/authors/2802","default","Iohannes Tomitanus"
"/cwkb/authors/936","default","Ion"
"/cwkb/authors/1381","default","Ion Chius"
"/cwkb/authors/1330","default","Iordanes Gothus"
"/cwkb/authors/1401","default","Irenaeus"
"/cwkb/authors/2728","default","Isaac"
"/cwkb/authors/2803","default","Isaac (dubium)"
"/cwkb/authors/937","default","Isaeus"
"/cwkb/authors/937","ita","Iseo "
"/cwkb/authors/937","abbr","Is."
"/cwkb/authors/937","fre","Isée"
"/cwkb/authors/937","blank","Isaios"
"/cwkb/authors/2437","default","Isidorus Hispalensis"
"/cwkb/authors/2601","default","Isidorus Pelusiota"
"/cwkb/authors/938","default","Isidorus Scriptor Hymnorum"
"/cwkb/authors/939","default","Isocrates"
"/cwkb/authors/939","ger","Isokrates"
"/cwkb/authors/939","abbr","Isoc."
"/cwkb/authors/939","fre","Isocrate"
"/cwkb/authors/2729","default","Itinerarium Burdigalense"
"/cwkb/authors/2825","default","Itinerarium Burdigalense siue Itinerarium Hierosolymitanum"
"/cwkb/authors/2808","default","Itinerarium Einsidlense"
"/cwkb/authors/2807","default","Itinerarium Malmesburiense"
"/cwkb/authors/2469","default","Iulianus Aeclanensis"
"/cwkb/authors/946","default","Iulianus Arianus"
"/cwkb/authors/2814","default","Iulianus Toletanus"
"/cwkb/authors/362","default","Iulius Africanus"
"/cwkb/authors/362","lat","Africanus, Julius"
"/cwkb/authors/362","ita","Giulio Africano"
"/cwkb/authors/362","ger","Africanus Redner"
"/cwkb/authors/386","default","Iulius Atherianus"
"/cwkb/authors/386","lat","Iulius Haterianus"
"/cwkb/authors/409","default","Iulius Caesar"
"/cwkb/authors/409","lat","Lucius Iulius Caesar"
"/cwkb/authors/552","default","Iulius Modestus"
"/cwkb/authors/552","lat","Iulius Modestus‏ Grammaticus"
"/cwkb/authors/553","default","Iulius Montanus"
"/cwkb/authors/2461","default","Iulius Obsequens"
"/cwkb/authors/665","default","Iulius Valerius"
"/cwkb/authors/665","lat","Iulius Valerius Alexander Polemius"
"/cwkb/authors/665","abbr","Iul. Val."
"/cwkb/authors/1334","default","Iulius Valerius Alexander Polemius"
"/cwkb/authors/2577","default","Iulius Victor"
"/cwkb/authors/2653","default","Iunillus Africanus"
"/cwkb/authors/442","fre","Columelle‏ de Gadès"
"/cwkb/authors/442","default","Iunius Moderatus Columella"
"/cwkb/authors/442","ita","Lucio Giunio Moderato Columella"
"/cwkb/authors/442","abbr","Colum."
"/cwkb/authors/442","lat","Columella‏ Gaditanus"
"/cwkb/authors/442","spa","Columela"
"/cwkb/authors/507","default","Iustinianus"
"/cwkb/authors/507","lat","Iustinianus‏ Princeps"
"/cwkb/authors/507","abbr","Imp. Iust."
"/cwkb/authors/2732","default","Iuuencus"
"/cwkb/authors/510","default","Iuventius"
"/cwkb/authors/510","lat","Iuventius Comicus"
"/cwkb/authors/510","abbr","Iuvent."
"/cwkb/authors/941","default","Joannes Chrysostomus"
"/cwkb/authors/941","ita","Giovanni Crisostomo"
"/cwkb/authors/941","abbr","Chrys."
"/cwkb/authors/941","fre","Jean Chrysostome"
"/cwkb/authors/941","eng","John Chrysostom"
"/cwkb/authors/2401","default","Joannes Damascenus"
"/cwkb/authors/942","default","Joannes Diacrinomenus"
"/cwkb/authors/942","abbr","Io. Diacr."
"/cwkb/authors/942","fre","Jean Diacrimonemus"
"/cwkb/authors/1416","default","Joannes Gazaeus"
"/cwkb/authors/1417","default","Joannes Laurentius Lydus"
"/cwkb/authors/943","default","Joannes Malalas"
"/cwkb/authors/943","eng","John Malalas"
"/cwkb/authors/943","abbr","Io. Mal."
"/cwkb/authors/943","fre","Jean Malalas"
"/cwkb/authors/943","blank","Iohannes Malalas"
"/cwkb/authors/1418","default","Joannes Moschus"
"/cwkb/authors/1426","default","Joannes Philoponus"
"/cwkb/authors/944","ger","Stobäus, Johannes"
"/cwkb/authors/944","fre","Stobée, Jean"
"/cwkb/authors/944","default","Joannes Stobaeus Anthologus"
"/cwkb/authors/944","ita","Giovanni Stobeo"
"/cwkb/authors/944","abbr","Stob."
"/cwkb/authors/944","blank","Stobaios, Johannes"
"/cwkb/authors/2526","default","Joannes Zonaras"
"/cwkb/authors/945","default","Josephus Et Aseneth"
"/cwkb/authors/947","default","Julianus Scriptor Legis De Medicis"
"/cwkb/authors/948","default","Julius Pollux"
"/cwkb/authors/949","default","Justinus Martyr"
"/cwkb/authors/949","ger","Justinus der Märtyrer"
"/cwkb/authors/949","ita","Giustino Martire"
"/cwkb/authors/949","abbr","Iust. Phil."
"/cwkb/authors/949","blank","Iustinus Martyr"
"/cwkb/authors/2425","default","Justinus Martyr (pseudo)"
"/cwkb/authors/358","default","L. Accius"
"/cwkb/authors/358","lat","Accius Pisaurensis"
"/cwkb/authors/358","abbr","Acc."
"/cwkb/authors/358","ita","Accio, Lucio"
"/cwkb/authors/621","default","L. Annaeus Seneca iunior"
"/cwkb/authors/1187","default","L. Ateius Praetextatus"
"/cwkb/authors/950","default","Lachares"
"/cwkb/authors/2733","default","Lactantius"
"/cwkb/authors/515","default","Laelius Felix"
"/cwkb/authors/515","abbr","Lael. Fel."
"/cwkb/authors/517","default","Laevius"
"/cwkb/authors/517","lat","Laevius Milissus"
"/cwkb/authors/517","abbr","Laev."
"/cwkb/authors/2487","default","Lasus"
"/cwkb/authors/1151","default","Laus Pisonis"
"/cwkb/authors/522","default","Lentulus"
"/cwkb/authors/1323","default","Leo Magnus"
"/cwkb/authors/2419","default","Leonidas Tarentinus"
"/cwkb/authors/1313","default","Leontius Hierosolymitanus"
"/cwkb/authors/1433","default","Leontius Mechanicus"
"/cwkb/authors/2734","default","Leporius"
"/cwkb/authors/2826","default","Lex Dei siue Mosaicarum et Romanarum legum collatio"
"/cwkb/authors/2426","default","Lex Dei siue mosaicarum et romanorum legum collatio"
"/cwkb/authors/951","default","Libanius"
"/cwkb/authors/951","ita","Libanio"
"/cwkb/authors/951","abbr","Lib."
"/cwkb/authors/951","blank","Libanios"
"/cwkb/authors/1321","default","Liber Pontificalis"
"/cwkb/authors/451","ger","Crassus‏ Redner‏"
"/cwkb/authors/451","default","Licinius Crassus"
"/cwkb/authors/451","ita","Lucio Licinio Crasso"
"/cwkb/authors/451","abbr","Crass."
"/cwkb/authors/451","lat","Crassus‏ Orator‏"
"/cwkb/authors/451","spa","Lucio Licinio Craso el Orador"
"/cwkb/authors/506","default","Licinius Imbrex"
"/cwkb/authors/506","abbr","Lic. Imbr."
"/cwkb/authors/952","default","Limenius"
"/cwkb/authors/368","default","Livius Andronicus"
"/cwkb/authors/368","lat","Andronicus, Lucius Livius‏"
"/cwkb/authors/368","ita","Livio Andronico"
"/cwkb/authors/368","abbr","Liv. Andr."
"/cwkb/authors/368","spa","Livio Andrónico‏"
"/cwkb/authors/953","default","Lobo"
"/cwkb/authors/1443","default","Lollianus Scriptor eroticus"
"/cwkb/authors/954","default","Longus"
"/cwkb/authors/954","ita","Longo"
"/cwkb/authors/954","blank","Longos"
"/cwkb/authors/955","fre","Lucien"
"/cwkb/authors/955","eng","Lucian"
"/cwkb/authors/955","default","Lucianus"
"/cwkb/authors/955","ita","Luciano"
"/cwkb/authors/955","abbr","Luc."
"/cwkb/authors/955","blank","Lukianos"
"/cwkb/authors/2735","default","Lucifer Calaritanus"
"/cwkb/authors/527","default","Lucilius iunior"
"/cwkb/authors/527","lat","Gaius Lucilius iunior"
"/cwkb/authors/527","abbr","Luc. Iun."
"/cwkb/authors/956","default","Lucius Annaeus Cornutus"
"/cwkb/authors/518","default","Luscius Lanuvinus"
"/cwkb/authors/518","lat","Luscius Lavinius"
"/cwkb/authors/518","abbr","Lusc. Lanuv."
"/cwkb/authors/2499","default","Luxorius"
"/cwkb/authors/957","default","Lycophron"
"/cwkb/authors/957","blank","Lykophro"
"/cwkb/authors/957","ita","Licofrone"
"/cwkb/authors/958","default","Lycurgus"
"/cwkb/authors/958","blank","Lykurgos"
"/cwkb/authors/958","abbr","Lycurg."
"/cwkb/authors/958","fre","Lycurgue"
"/cwkb/authors/958","ita","Licurgo"
"/cwkb/authors/1345","default","Lydia (Appendix Vergiliana)"
"/cwkb/authors/1385","default","Lynceus"
"/cwkb/authors/959","default","Lysias"
"/cwkb/authors/959","abbr","Lys."
"/cwkb/authors/959","ita","Lisia "
"/cwkb/authors/2556","default","Lysimachus Alexandrinus"
"/cwkb/authors/523","default","M. Aemilius Lepidus Porcina"
"/cwkb/authors/523","lat","Marcus Aemilius Lepidus Porcina"
"/cwkb/authors/523","abbr","Lep."
"/cwkb/authors/615","default","M. Aemilius Scaurus"
"/cwkb/authors/615","lat","Marcus Aemilius Scaurus Consul"
"/cwkb/authors/615","abbr","Scaur."
"/cwkb/authors/525","ger","Lukan"
"/cwkb/authors/525","fre","Lucain"
"/cwkb/authors/525","eng","Lucan"
"/cwkb/authors/525","default","M. Annaeus Lucanus"
"/cwkb/authors/525","abbr","Lucan."
"/cwkb/authors/525","blank","Marco Anneo Lucano"
"/cwkb/authors/525","lat","M. Annaeus Lucanus Poeta"
"/cwkb/authors/512","default","M. Antistius Labeo"
"/cwkb/authors/512","lat","Marcus Antistius Labeo"
"/cwkb/authors/512","abbr","Labeo"
"/cwkb/authors/372","default","M. Antonius"
"/cwkb/authors/372","lat","Marcus Antonius Orator"
"/cwkb/authors/372","blank","Marco Antonio"
"/cwkb/authors/372","abbr","Anton. or. "
"/cwkb/authors/372","ger","Antonius Redner"
"/cwkb/authors/374","ger","Mark Anton"
"/cwkb/authors/374","fre","Marc Antoine"
"/cwkb/authors/374","eng","Mark Antony"
"/cwkb/authors/374","default","M. Antonius triumvir"
"/cwkb/authors/374","abbr","Anton."
"/cwkb/authors/374","blank","Marco Antonio"
"/cwkb/authors/374","lat","Marcus Antonius Triumvir"
"/cwkb/authors/395","ger","Marcus Aurelius‏ Kaiser‏"
"/cwkb/authors/395","fre","Marc Aurèle"
"/cwkb/authors/395","eng","Marcus Aurelius, Emperor of Rome"
"/cwkb/authors/395","default","M. Aurelius"
"/cwkb/authors/395","ita","Aurelius Antoninus, Marcus, imperatore romano"
"/cwkb/authors/395","abbr","Aur."
"/cwkb/authors/395","blank","Marco Aurelio"
"/cwkb/authors/395","lat","Marcus Aurelius"
"/cwkb/authors/395","spa","Marco Aurelio, Emperador de Roma"
"/cwkb/authors/404","default","M. Caelius Rufus"
"/cwkb/authors/404","lat","Marcus Caelius Rufus"
"/cwkb/authors/404","abbr","Cael."
"/cwkb/authors/404","blank","Marco Celio Rufo"
"/cwkb/authors/411","default","M. Calidius"
"/cwkb/authors/411","lat","Calidius Orator"
"/cwkb/authors/411","abbr","Calid."
"/cwkb/authors/475","ger","Fronto‏ ‎von Cirta‏"
"/cwkb/authors/475","fre","Fronton‏ ‎de Cirta"
"/cwkb/authors/475","default","M. Cornelius Fronto"
"/cwkb/authors/475","ita","Frontone"
"/cwkb/authors/475","abbr","Fronto"
"/cwkb/authors/475","lat","Fronto‏ ‎Scriptor‏"
"/cwkb/authors/475","spa","Frontón"
"/cwkb/authors/460","default","M. Duronius"
"/cwkb/authors/460","lat","Duronius"
"/cwkb/authors/460","blank","Duronio"
"/cwkb/authors/460","ita","Marco Duronio"
"/cwkb/authors/602","default","M. Fabius Quintilianus"
"/cwkb/authors/602","lat","Marcus Fabius Quintilianus Calagurritanus"
"/cwkb/authors/602","abbr","Quint."
"/cwkb/authors/602","fre","Quintilien"
"/cwkb/authors/602","blank","Marco Fabio Quintiliano"
"/cwkb/authors/1357","default","M. Fabius Quintilianus [pseudo]"
"/cwkb/authors/401","default","M. Furius Bibaculus"
"/cwkb/authors/401","lat","Marcus Furius Bibaculus"
"/cwkb/authors/401","abbr","Bibac."
"/cwkb/authors/488","default","M. Iunius Gracchanus"
"/cwkb/authors/488","lat","Marcus Iunius Congus Gracchanus"
"/cwkb/authors/488","abbr","Gracchan."
"/cwkb/authors/509","default","M. Iuventius Laterensis"
"/cwkb/authors/509","lat","Marcus Iuventius Laterensis"
"/cwkb/authors/535","ger","Manilius‏ ‎Astronom‏ "
"/cwkb/authors/535","fre","Manilius‏ Astrologue"
"/cwkb/authors/535","eng","Manilius‏ Poet‏"
"/cwkb/authors/535","default","M. Manilius"
"/cwkb/authors/535","abbr","Manil."
"/cwkb/authors/535","blank","Marco Manilio"
"/cwkb/authors/535","lat","Manilius‏ ‎Poeta‏"
"/cwkb/authors/570","default","M. Pacuvius"
"/cwkb/authors/570","lat","Pacuvius‏ Tragicus‏"
"/cwkb/authors/570","abbr","Pacuv."
"/cwkb/authors/424","ger","Cato der Ältere"
"/cwkb/authors/424","fre","Caton le Censeur‏"
"/cwkb/authors/424","eng","Cato the Censor"
"/cwkb/authors/424","default","M. Porcius Cato"
"/cwkb/authors/424","ita","Cato‏ il Censore‏"
"/cwkb/authors/424","abbr","Cato"
"/cwkb/authors/424","lat","Cato Priscus"
"/cwkb/authors/424","spa","Catón el Censor"
"/cwkb/authors/426","ger","Cato‏ Stoiker"
"/cwkb/authors/426","fre","Caton le Jeune"
"/cwkb/authors/426","eng","Cato the Younger"
"/cwkb/authors/426","default","M. Porcius Cato Uticensis"
"/cwkb/authors/426","ita","Marco Porcio Catone Uticense"
"/cwkb/authors/426","abbr","Cato"
"/cwkb/authors/426","lat","Marcus Porcius Cato Minor"
"/cwkb/authors/426","spa","Marco Porcio Catón de Útica"
"/cwkb/authors/425","default","M. Porcius M. f. M. n. Cato"
"/cwkb/authors/425","lat","Cato, Marcus Porcius Censorii Nepos"
"/cwkb/authors/425","abbr","Cato Nep."
"/cwkb/authors/672","fre","Varron de Réate‏ "
"/cwkb/authors/672","default","M. Terentius Varro"
"/cwkb/authors/672","ita","Marco Terenzio Varrone"
"/cwkb/authors/672","abbr","Varro"
"/cwkb/authors/672","lat","Marcus Terentius Varro Historicus"
"/cwkb/authors/672","spa","Marco Terencio Varrón"
"/cwkb/authors/431","fre","Cicéron"
"/cwkb/authors/431","eng","Tully"
"/cwkb/authors/431","default","M. Tullius Cicero"
"/cwkb/authors/431","ita","Cicerone"
"/cwkb/authors/431","abbr","Cic."
"/cwkb/authors/431","lat","M. T. Cicero"
